#Frame,Sentiment Label,Sentiment Score
1146,Sad,0.70731366
1147,Sad,0.60705316
1148,Sad,0.47411823
1149,Sad,0.4967552
1150,Sad,0.49212816
1151,Sad,0.51032084
1152,Sad,0.51416624
1153,Sad,0.49821752
1154,Sad,0.5928003
1155,Sad,0.5415465
1156,Sad,0.5506586
1157,Sad,0.60459954
1158,Sad,0.60459954
1159,Sad,0.6025588
1160,Sad,0.52117854
1161,Sad,0.61521286
1162,Sad,0.5436125
1163,Sad,0.45544562
1164,Sad,0.6492499
1165,Sad,0.6530007
1166,Sad,0.630338
1167,Sad,0.68044406
1168,Sad,0.6672213
1169,Sad,0.60829806
1170,Sad,0.59200376
1171,Sad,0.5964132
1172,Sad,0.60285884
1173,Sad,0.6166811
1174,Sad,0.6032919
1175,Sad,0.6003919
1176,Sad,0.55373806
1177,Sad,0.61268973
1178,Sad,0.7149566
1179,Sad,0.64104205
1180,Sad,0.6618637
1181,Sad,0.7035373
1182,Sad,0.60273075
1183,Sad,0.71938854
1184,Sad,0.66377354
1185,Sad,0.7579007
1186,Sad,0.68725765
1187,Sad,0.7424105
1188,Sad,0.75437284
1189,Sad,0.74803644
1190,Sad,0.7378906
1191,Sad,0.7420787
1192,Sad,0.65252036
1193,Sad,0.7504134
1194,Sad,0.66000074
1195,Sad,0.654793
1196,Sad,0.606243
1197,Sad,0.6167768
1198,Sad,0.6355299
1199,Sad,0.60755956
1200,Sad,0.6259583
1201,Sad,0.7189451
1202,Sad,0.5191844
1203,Sad,0.5815426
1204,Sad,0.66851145
1205,Sad,0.5349316
1206,Sad,0.6195971
1207,Sad,0.6623046
1208,Sad,0.56216776
1209,Sad,0.5111817
1210,Sad,0.51747614
1211,Sad,0.45462364
1212,Sad,0.50089025
1213,Sad,0.5351886
1214,Sad,0.6090843
1215,Sad,0.5057648
1216,Sad,0.63049775
1217,Sad,0.63084173
1218,Sad,0.63084173
1219,Sad,0.5785773
1220,Sad,0.5764401
1221,Sad,0.6494595
1222,Sad,0.48918962
1223,Sad,0.56450635
1224,Sad,0.5210528
1225,Sad,0.5678179
1226,Sad,0.5713258
1227,Sad,0.6393112
1228,Sad,0.6036275
1229,Sad,0.5250138
1230,Sad,0.48600703
1231,Sad,0.5346555
1232,Sad,0.61243427
1233,Sad,0.6351425
1234,Sad,0.6351425
1235,Sad,0.6351425
1236,Sad,0.6351425
1237,Sad,0.50842214
1238,Sad,0.53678495
1239,Sad,0.5966327
1240,Sad,0.8261203
1241,Sad,0.8310575
1242,Sad,0.8206655
1243,Sad,0.7107216
1244,Sad,0.57697004
1245,Sad,0.74934906
1246,Sad,0.56060046
1247,Sad,0.65113366
1248,Sad,0.7141823
1249,Sad,0.6335534
1250,Sad,0.62640715
1251,Sad,0.58023304
1252,Sad,0.6431123
1253,Sad,0.61335963
1254,Sad,0.6861313
1255,Sad,0.52696884
1256,Sad,0.72952104
1257,Sad,0.77214986
1258,Sad,0.7541506
1259,Sad,0.69559747
1260,Sad,0.66984
1261,Sad,0.66147035
1262,Sad,0.66396296
1263,Sad,0.6492587
1264,Sad,0.63843447
1265,Sad,0.6430798
1266,Sad,0.59274995
1267,Sad,0.75483686
1268,Sad,0.7577816
1269,Sad,0.7284601
1270,Sad,0.70685333
1271,Sad,0.55004644
1272,Sad,0.690521
1273,Sad,0.7359771
1274,Sad,0.56687784
1275,Sad,0.578022
1276,Sad,0.70290256
1277,Sad,0.7545737
1278,Sad,0.689844
1279,Sad,0.68177897
1280,Sad,0.7366084
1281,Sad,0.71135503
1282,Sad,0.6840861
1283,Sad,0.7697135
1284,Sad,0.7240127
1285,Sad,0.72286445
1286,Sad,0.76976246
1287,Sad,0.61467975
1288,Sad,0.7542479
1289,Sad,0.6723275
1290,Sad,0.822316
1291,Sad,0.8069751
1292,Sad,0.79188776
1293,Sad,0.7769159
1294,Sad,0.7080648
1295,Sad,0.7818685
1296,Sad,0.7887827
1297,Sad,0.75194377
1298,Sad,0.7777408
1299,Sad,0.7594562
1300,Sad,0.834628
1301,Sad,0.79784656
1302,Sad,0.7966491
1303,Sad,0.6990622
1304,Sad,0.51927644
1305,Sad,0.81816274
1306,Sad,0.70062315
1307,Sad,0.6348108
1308,Sad,0.7673642
1309,Sad,0.68399966
1310,Sad,0.7821011
1311,Sad,0.7865172
1312,Sad,0.76651806
1313,Sad,0.7959095
1314,Sad,0.76907533
1315,Sad,0.8528863
1316,Sad,0.86965203
1317,Sad,0.7930246
1318,Sad,0.6983732
1319,Sad,0.6385953
1320,Sad,0.6434364
1321,Sad,0.74475443
1322,Sad,0.6705176
1323,Sad,0.65076995
1324,Sad,0.6599055
1325,Sad,0.6476987
1326,Sad,0.753959
1327,Sad,0.5454941
1328,Sad,0.5360282
1329,Sad,0.52781767
1330,Sad,0.5541989
1331,Sad,0.6745882
1332,Sad,0.8144991
1333,Sad,0.4474303
1334,Sad,0.4388058
1335,Sad,0.47740385
1336,Neutral,0.43545502
1337,Neutral,0.48561484
1338,Sad,0.41998723
1339,Sad,0.5236336
1340,Sad,0.52464855
1341,Sad,0.48432606
1342,Sad,0.4883822
1343,Sad,0.51685584
1344,Sad,0.4472534
1345,Sad,0.467861
1346,Neutral,0.46709362
1347,Neutral,0.5092261
1348,Neutral,0.49835694
1349,Sad,0.48430556
1350,Sad,0.45568463
1351,Sad,0.4695986
1352,Sad,0.4541419
1353,Sad,0.44597635
1354,Neutral,0.50850797
1355,Neutral,0.5113416
1356,Sad,0.52799916
1357,Sad,0.5275419
1358,Sad,0.54371935
1359,Sad,0.53427017
1360,Neutral,0.48116365
1361,Neutral,0.4541894
1362,Sad,0.46592394
1363,Neutral,0.45638806
1364,Neutral,0.4871427
1365,Neutral,0.5235287
1366,Sad,0.45424286
1367,Neutral,0.46887767
1368,Neutral,0.49706763
1369,Sad,0.47429612
1370,Sad,0.4605808
1371,Sad,0.50737774
1372,Sad,0.50078046
1373,Sad,0.45538783
1374,Sad,0.4581801
1375,Neutral,0.5105811
1376,Neutral,0.4858957
1377,Sad,0.44300073
1378,Sad,0.44455138
1379,Neutral,0.5717074
1380,Neutral,0.47120336
1381,Neutral,0.48394412
1382,Neutral,0.4688998
1383,Neutral,0.52345645
1384,Neutral,0.52034295
1385,Neutral,0.4752204
1386,Neutral,0.5078366
1387,Neutral,0.50666213
1388,Sad,0.47929195
1389,Sad,0.4829817
1390,Sad,0.4787862
1391,Neutral,0.46806622
1392,Sad,0.4406902
1393,Neutral,0.45014834
1394,Sad,0.49136773
1395,Sad,0.4796036
1396,Sad,0.47066692
1397,Sad,0.50276643
1398,Sad,0.5593704
1399,Sad,0.5581593
1400,Sad,0.47633317
1401,Sad,0.46058846
1402,Sad,0.4358097
1403,Sad,0.4584719
1404,Neutral,0.44036552
1405,Sad,0.467867
1406,Sad,0.50212497
1407,Sad,0.5420394
1408,Sad,0.45592943
1409,Sad,0.5480117
1410,Sad,0.5789176
1411,Sad,0.4752007
1412,Neutral,0.45190218
1413,Sad,0.5018255
1414,Sad,0.540193
1415,Sad,0.54668134
1416,Sad,0.47790417
1417,Sad,0.4397966
1418,Sad,0.4251977
1419,Sad,0.48918694
1420,Sad,0.52805245
1421,Neutral,0.48888925
1422,Neutral,0.44683334
1423,Sad,0.52254206
1424,Sad,0.5300593
1425,Sad,0.5251363
1426,Sad,0.5306366
1427,Sad,0.5251363
1428,Sad,0.492965
1429,Sad,0.71754503
1430,Sad,0.83934224
1431,Sad,0.7241527
1432,Sad,0.8465555
1433,Sad,0.7369149
1434,Sad,0.61265045
1435,Sad,0.66446114
1436,Sad,0.66420174
1437,Sad,0.76039296
1438,Sad,0.76065594
1439,Sad,0.7412495
1440,Sad,0.803063
1441,Sad,0.754857
1442,Sad,0.70013154
1443,Sad,0.7252995
1444,Sad,0.76759475
1445,Sad,0.7215106
1446,Sad,0.68288165
1447,Sad,0.7102712
1448,Sad,0.7105798
1449,Sad,0.62389797
1450,Sad,0.73899764
1451,Sad,0.67173135
1452,Sad,0.8127071
1453,Sad,0.76682335
1454,Sad,0.54812944
1455,Sad,0.65601885
1456,Sad,0.65742683
1457,Sad,0.73199815
1458,Sad,0.76374227
1459,Sad,0.5723443
1460,Sad,0.73739576
1461,Sad,0.78779185
1462,Sad,0.8570064
1463,Sad,0.81361765
1464,Sad,0.7773308
1465,Sad,0.73488176
1466,Sad,0.57795733
1467,Sad,0.77039427
1468,Sad,0.71913683
1469,Sad,0.7903941
1470,Sad,0.68261385
1471,Sad,0.6777926
1472,Sad,0.70295453
1473,Sad,0.61065
1474,Sad,0.66256475
1475,Sad,0.644331
1476,Sad,0.7328095
1477,Sad,0.7325827
1478,Sad,0.72332644
1479,Sad,0.73401445
1480,Sad,0.7676562
1481,Sad,0.68689805
1482,Sad,0.6580506
1483,Sad,0.726884
1484,Sad,0.71611375
1485,Sad,0.56893164
1486,Sad,0.56300604
1487,Sad,0.6264664
1488,Sad,0.7041593
1489,Sad,0.81033504
1490,Sad,0.73059607
1491,Sad,0.6421211
1492,Sad,0.7942405
1493,Sad,0.7926548
1494,Sad,0.7862989
1495,Sad,0.75811815
1496,Sad,0.65742224
1497,Sad,0.7757313
1498,Sad,0.704444
1499,Sad,0.7036008
1500,Sad,0.78250027
1501,Sad,0.79445726
1502,Sad,0.8028862
1503,Sad,0.75461423
1504,Sad,0.7570533
1505,Sad,0.6457526
1506,Sad,0.784126
1507,Sad,0.79302824
1508,Sad,0.72780085
1509,Sad,0.8266475
1510,Sad,0.74408233
1511,Sad,0.7975141
1512,Sad,0.7971045
1513,Sad,0.75287646
1514,Sad,0.45742962
1515,Neutral,0.45542753
1516,Neutral,0.46597502
1517,Sad,0.48426887
1518,Sad,0.508649
1519,Sad,0.48453674
1520,Neutral,0.486136
1521,Sad,0.51977146
1522,Sad,0.48781174
1523,Sad,0.5449991
1524,Surprise,0.37305656
1525,Sad,0.5212852
1526,Surprise,0.35858345
1527,Sad,0.48277646
1528,Sad,0.39805663
1529,Sad,0.5005284
1530,Sad,0.33907187
1531,Sad,0.31211483
1532,Sad,0.37048832
1533,Neutral,0.35431874
1534,Neutral,0.46159986
1535,Neutral,0.46389398
1536,Neutral,0.44797698
1537,Neutral,0.47819677
1538,Sad,0.38577548
1539,Sad,0.4348927
1540,Sad,0.50635535
1541,Sad,0.5332872
1542,Sad,0.51112056
1543,Sad,0.3272445
1544,Surprise,0.3940891
1545,Sad,0.40248188
1546,Surprise,0.32130465
1547,Sad,0.49685326
1548,Sad,0.54593986
1549,Sad,0.6604485
1550,Sad,0.5270355
1551,Sad,0.62422967
1552,Sad,0.5337966
1553,Sad,0.49149475
1554,Sad,0.5073911
1555,Sad,0.5065772
1556,Sad,0.4347835
1557,Sad,0.6595417
1558,Sad,0.71478647
1559,Sad,0.6037265
1560,Sad,0.5830628
1561,Sad,0.50082153
1562,Sad,0.61007106
1563,Sad,0.67073715
1564,Sad,0.6013828
1565,Sad,0.5155772
1566,Sad,0.729456
1567,Sad,0.7702331
1568,Sad,0.7744501
1569,Sad,0.7835361
1570,Sad,0.7570499
1571,Sad,0.6690423
1572,Sad,0.7989106
1573,Sad,0.75828063
1574,Sad,0.8135482
1575,Sad,0.738671
1576,Sad,0.6442846
1577,Sad,0.49988785
1578,Sad,0.6502309
1579,Sad,0.60765576
1580,Sad,0.57928824
1581,Sad,0.54925954
1582,Sad,0.5729503
1583,Sad,0.5013275
1584,Sad,0.6360387
1585,Sad,0.57159233
1586,Sad,0.71385723
1587,Sad,0.6482826
1588,Sad,0.71774113
1589,Sad,0.70120066
1590,Sad,0.73321235
1591,Sad,0.78080004
1592,Sad,0.68646437
1593,Sad,0.6409367
1594,Sad,0.6279535
1595,Sad,0.61783373
1596,Sad,0.61676145
1597,Sad,0.5808391
1598,Sad,0.7049011
1599,Sad,0.6948716
1600,Sad,0.69657516
1601,Sad,0.75547147
1602,Sad,0.77694917
1603,Sad,0.7642806
1604,Sad,0.84871584
1605,Sad,0.8741403
1606,Sad,0.7430592
1607,Sad,0.6797894
1608,Sad,0.61402535
1609,Sad,0.6569946
1610,Sad,0.5487187
1611,Sad,0.7127834
1612,Sad,0.8454242
1613,Sad,0.90266865
1614,Sad,0.6305219
1615,Sad,0.40333235
1616,Sad,0.54941493
1617,Sad,0.7237687
1618,Sad,0.67302704
1619,Sad,0.77044445
1620,Sad,0.7283103
1621,Sad,0.5430334
1622,Sad,0.64916235
1623,Sad,0.7893526
1624,Sad,0.73739874
1625,Sad,0.73364675
1626,Sad,0.7958701
1627,Sad,0.6406402
1628,Sad,0.68000877
1629,Sad,0.80562806
1630,Sad,0.8169814
1631,Sad,0.7633855
1632,Sad,0.78962696
1633,Sad,0.7911318
1634,Sad,0.75165486
1635,Sad,0.7188921
1636,Sad,0.71250486
1637,Sad,0.7475011
1638,Sad,0.80702496
1639,Happy,0.40250573
1640,Sad,0.5301367
1641,Sad,0.5593862
1642,Sad,0.75949293
1643,Sad,0.741304
1644,Sad,0.74058497
1645,Sad,0.81951433
1646,Sad,0.76163614
1647,Sad,0.79794776
1648,Sad,0.79709184
1649,Sad,0.81279474
1650,Sad,0.6669252
1651,Sad,0.6829841
1652,Sad,0.62622637
1653,Sad,0.84356827
1654,Sad,0.7190919
1655,Sad,0.5632847
1656,Sad,0.6003224
1657,Sad,0.6461551
1658,Sad,0.6080894
1659,Sad,0.6371172
1660,Sad,0.6069536
1661,Sad,0.5096068
1662,Sad,0.5757505
1663,Sad,0.62924695
1664,Sad,0.63066965
1665,Sad,0.6166873
1666,Sad,0.6042818
1667,Sad,0.6138776
1668,Sad,0.6396032
1669,Sad,0.6793541
1670,Sad,0.60263103
1671,Sad,0.6682626
1672,Sad,0.5598179
1673,Sad,0.57736766
1674,Sad,0.5686488
1675,Sad,0.5452646
1676,Sad,0.4795481
1677,Sad,0.57248336
1678,Sad,0.6494489
1679,Sad,0.63994324
1680,Sad,0.60332847
1681,Sad,0.5595175
1682,Sad,0.56071496
1683,Sad,0.51013744
1684,Sad,0.58510333
1685,Sad,0.58410364
1686,Sad,0.5889213
1687,Sad,0.6200078
1688,Sad,0.61416805
1689,Sad,0.61589855
1690,Sad,0.58467793
1691,Sad,0.7327671
1692,Sad,0.66314447
1693,Sad,0.62190473
1694,Sad,0.5954462
1695,Sad,0.70223486
1696,Sad,0.77051383
1697,Sad,0.7199468
1698,Sad,0.8336833
1699,Sad,0.7093224
1700,Sad,0.70219487
1701,Sad,0.6122234
1702,Sad,0.64559656
1703,Sad,0.61824745
1704,Sad,0.7038096
1705,Sad,0.7211913
1706,Sad,0.6978741
1707,Sad,0.6918984
1708,Sad,0.7125956
1709,Sad,0.682146
1710,Sad,0.68723315
1711,Sad,0.7242463
1712,Sad,0.72393084
1713,Sad,0.769884
1714,Sad,0.5312867
1715,Sad,0.48312965
1716,Sad,0.56637573
1717,Sad,0.34116763
1718,Anger,0.4234906
1719,Anger,0.40635046
1720,Neutral,0.37744397
1721,Sad,0.44094053
1722,Sad,0.35019806
1723,Sad,0.3921322
1724,Sad,0.4596849
1725,Sad,0.5632803
1726,Sad,0.510921
1727,Sad,0.3141658
1728,Sad,0.82006925
1729,Sad,0.8489581
1730,Sad,0.7805217
1731,Sad,0.8451945
1732,Sad,0.8628767
1733,Sad,0.76697916
1734,Sad,0.76444566
1735,Sad,0.8057142
1736,Sad,0.6745316
1737,Sad,0.6904571
1738,Sad,0.62218183
1739,Sad,0.5113262
1740,Anger,0.49268514
1741,Sad,0.5897349
1742,Sad,0.67117816
1743,Sad,0.6819166
1744,Sad,0.6921447
1745,Anger,0.5118355
1746,Sad,0.62954855
1747,Sad,0.32891697
1748,Anger,0.45862374
1749,Anger,0.3464434
1750,Sad,0.65492594
1751,Anger,0.42010754
1752,Sad,0.7425411
1753,Sad,0.72894955
1754,Sad,0.8086909
1755,Sad,0.67594767
1756,Sad,0.39511526
1757,Sad,0.6537959
1758,Sad,0.73872995
1759,Sad,0.48007786
1760,Sad,0.3958202
1761,Sad,0.41240504
1762,Sad,0.75733805
1763,Sad,0.60182697
1764,Surprise,0.40725365
1765,Surprise,0.40725365
1766,Surprise,0.43038923
1767,Sad,0.45917422
1768,Surprise,0.432953
1769,Surprise,0.39867383
1770,Surprise,0.44451872
1771,Surprise,0.5100565
1772,Sad,0.3942442
1773,Surprise,0.484358
1774,Surprise,0.49575365
1775,Surprise,0.37583208
1776,Neutral,0.39681998
1777,Neutral,0.3877652
1778,Sad,0.51583725
1779,Sad,0.80586356
1780,Sad,0.63798547
1781,Sad,0.7371019
1782,Sad,0.6800412
1783,Sad,0.736617
1784,Sad,0.7622522
1785,Sad,0.7961455
1786,Sad,0.89675015
1787,Sad,0.8984587
1788,Sad,0.8126727
1789,Sad,0.8115524
1790,Sad,0.7908831
1791,Sad,0.61923546
1792,Anger,0.70194006
1793,Sad,0.61437637
1794,Sad,0.4969816
1795,Sad,0.671393
1796,Sad,0.5078921
1797,Anger,0.6943055
1798,Anger,0.7125956
1799,Sad,0.52446955
1800,Sad,0.3729969
1801,Sad,0.5006734
1802,Sad,0.66050494
1803,Anger,0.59778064
1804,Anger,0.6077398
1805,Sad,0.4921249
1806,Anger,0.73494333
1807,Anger,0.73494333
1808,Anger,0.70942396
1809,Anger,0.6840307
1810,Anger,0.6056979
1811,Anger,0.6420746
1812,Anger,0.7178356
1813,Anger,0.55628324
1814,Anger,0.68178135
1815,Anger,0.5196315
1816,Sad,0.7794897
1817,Sad,0.48591757
1818,Happy,0.5195906
1819,Happy,0.7583538
1820,Happy,0.70544857
1821,Happy,0.5068736
1822,Happy,0.59990096
1823,Happy,0.47148383
1824,Happy,0.5393046
1825,Surprise,0.32695115
1826,Surprise,0.38375956
1827,Surprise,0.46671283
1828,Surprise,0.46817636
1829,Sad,0.58391273
1830,Sad,0.40784344
1831,Sad,0.63643235
1832,Sad,0.4658617
1833,Sad,0.6168991
1834,Sad,0.6134275
1835,Sad,0.660239
1836,Sad,0.3581115
1837,Sad,0.46150142
1838,Surprise,0.29760253
1839,Sad,0.49975276
1840,Sad,0.5354097
1841,Sad,0.38933995
1842,Sad,0.57706976
1843,Sad,0.40229523
1844,Sad,0.54250443
1845,Sad,0.5135098
1846,Sad,0.46173003
1847,Sad,0.78559494
1848,Sad,0.74240017
1849,Sad,0.7334097
1850,Sad,0.5732448
1851,Sad,0.93905824
1852,Sad,0.8486929
1853,Sad,0.92340857
1854,Sad,0.92956257
1855,Sad,0.9381545
1856,Sad,0.7985599
1857,Sad,0.8235299
1858,Sad,0.80009156
1859,Sad,0.7338071
1860,Sad,0.85096157
1861,Sad,0.79230917
1862,Sad,0.84250236
1863,Sad,0.53662306
1864,Sad,0.5215331
1865,Neutral,0.53641057
1866,Neutral,0.46331096
1867,Neutral,0.5072042
1868,Surprise,0.41908818
1869,Neutral,0.35328388
1870,Neutral,0.34276298
1871,Sad,0.51658845
1872,Sad,0.5724747
1873,Neutral,0.4431502
1874,Sad,0.43500465
1875,Sad,0.518468
1876,Sad,0.7611059
1877,Sad,0.6770615
1878,Sad,0.5812944
1879,Sad,0.6012348
1880,Sad,0.6517993
1881,Sad,0.7786419
1882,Sad,0.6128024
1883,Sad,0.5061297
1884,Sad,0.61364704
1885,Sad,0.6595109
1886,Sad,0.54854906
1887,Sad,0.71686405
1888,Sad,0.7819529
1889,Sad,0.7809515
1890,Sad,0.7509872
1891,Sad,0.6109753
1892,Sad,0.71057427
1893,Sad,0.5687016
1894,Sad,0.72797745
1895,Sad,0.45967117
1896,Sad,0.64760906
1897,Sad,0.7236351
1898,Sad,0.486481
1899,Sad,0.5064723
1900,Anger,0.49732545
1901,Sad,0.5853716
1902,Sad,0.479172
1903,Anger,0.51300216
1904,Sad,0.47080514
1905,Sad,0.590541
1906,Sad,0.52422535
1907,Sad,0.6477093
1908,Sad,0.6260428
1909,Sad,0.6494349
1910,Anger,0.46355644
1911,Sad,0.5073921
1912,Anger,0.5057972
1913,Sad,0.6779899
1914,Anger,0.54574
1915,Sad,0.6563453
1916,Sad,0.47421852
1917,Sad,0.6042541
1918,Sad,0.6007039
1919,Sad,0.64883524
1920,Anger,0.6473829
1921,Anger,0.5469685
1922,Anger,0.54927266
1923,Sad,0.6099248
1924,Sad,0.6068796
1925,Sad,0.54621094
1926,Sad,0.64405936
1927,Sad,0.50137395
1928,Sad,0.678999
1929,Sad,0.59685755
1930,Sad,0.5585512
1931,Sad,0.53224856
1932,Sad,0.4759144
1933,Sad,0.5117357
1934,Anger,0.51167035
1935,Anger,0.4714246
1936,Sad,0.48539376
1937,Anger,0.50011
1938,Anger,0.64459795
1939,Anger,0.4584722
1940,Anger,0.46903536
1941,Anger,0.49461937
1942,Sad,0.34029606
1943,Sad,0.41233307
1944,Sad,0.3362834
1945,Neutral,0.41392702
1946,Neutral,0.37434286
1947,Sad,0.42217496
1948,Surprise,0.2956706
1949,Surprise,0.32903105
1950,Sad,0.641131
1951,Sad,0.7423414
1952,Sad,0.6964816
1953,Sad,0.48600456
1954,Sad,0.4613605
1955,Sad,0.57403886
1956,Sad,0.4929131
1957,Sad,0.40234873
1958,Surprise,0.4777696
1959,Surprise,0.58085006
1960,Surprise,0.4468561
1961,Sad,0.5050076
1962,Sad,0.42893192
1963,Surprise,0.3573647
1964,Sad,0.44269976
1965,Sad,0.41253057
1966,Sad,0.3970987
1967,Sad,0.41710097
1968,Sad,0.53643274
1969,Sad,0.7091737
1970,Sad,0.70731574
1971,Sad,0.7052935
1972,Sad,0.65375257
1973,Sad,0.51811534
1974,Sad,0.43257576
1975,Sad,0.5274222
1976,Sad,0.7173926
1977,Sad,0.6053824
1978,Sad,0.6788826
1979,Sad,0.64358693
1980,Sad,0.64037734
1981,Anger,0.9126777
1982,Anger,0.8279593
1983,Anger,0.7748495
1984,Anger,0.73408383
1985,Anger,0.63752073
1986,Anger,0.74084747
1987,Anger,0.7685292
1988,Anger,0.76780546
1989,Anger,0.527509
1990,Anger,0.58465624
1991,Sad,0.54490125
1992,Anger,0.5126199
1993,Anger,0.5126199
1994,Anger,0.5901534
1995,Anger,0.70430917
1996,Anger,0.6704403
1997,Anger,0.6585645
1998,Anger,0.4826215
1999,Anger,0.6437441
2000,Anger,0.5027423
2001,Sad,0.5364541
2002,Sad,0.49173802
2003,Sad,0.6568136
2004,Anger,0.62340224
2005,Anger,0.5114388
2006,Anger,0.69067603
2007,Sad,0.5064061
2008,Sad,0.5490887
2009,Anger,0.5810929
2010,Anger,0.48006412
2011,Anger,0.56679475
2012,Anger,0.5214251
2013,Anger,0.69204694
2014,Anger,0.6479795
2015,Anger,0.63373184
2016,Anger,0.63971096
2017,Anger,0.70942557
2018,Anger,0.6704721
2019,Anger,0.5862843
2020,Anger,0.77610177
2021,Anger,0.76679385
2022,Anger,0.65182054
2023,Anger,0.73636657
2024,Anger,0.554587
2025,Anger,0.5784154
2026,Anger,0.73054403
2027,Anger,0.667175
2028,Anger,0.5469406
2029,Anger,0.6388501
2030,Anger,0.72285473
2031,Neutral,0.44136176
2032,Sad,0.7428541
2033,Sad,0.74595016
2034,Sad,0.65172875
2035,Sad,0.82140255
2036,Sad,0.6728297
2037,Sad,0.73164743
2038,Sad,0.7679986
2039,Sad,0.5754575
2040,Sad,0.6698757
2041,Sad,0.5004297
2042,Sad,0.4845505
2043,Sad,0.6623869
2044,Neutral,0.5490178
2045,Neutral,0.5560185
2046,Neutral,0.5560185
2047,Sad,0.6828889
2048,Neutral,0.43696845
2049,Sad,0.42840183
2050,Neutral,0.5470488
2051,Sad,0.67667645
2052,Sad,0.85271055
2053,Sad,0.72335553
2054,Sad,0.7919331
2055,Sad,0.8315002
2056,Sad,0.7025598
2057,Sad,0.6588462
2058,Sad,0.658323
2059,Sad,0.56156594
2060,Sad,0.7479087
2061,Sad,0.7121913
2062,Sad,0.75908995
2063,Sad,0.48623708
2064,Sad,0.6923791
2065,Sad,0.6786943
2066,Sad,0.716913
2067,Sad,0.60160536
2068,Sad,0.5677316
2069,Sad,0.7816526
2070,Sad,0.6262193
2071,Sad,0.7013301
2072,Sad,0.6667181
2073,Sad,0.73707086
2074,Sad,0.8023509
2075,Sad,0.8103739
2076,Sad,0.74808997
2077,Sad,0.7384866
2078,Sad,0.8238615
2079,Sad,0.761922
2080,Sad,0.79673016
2081,Sad,0.75054896
2082,Sad,0.843631
2083,Sad,0.843631
2084,Sad,0.9301128
2085,Sad,0.8648649
2086,Sad,0.6931573
2087,Sad,0.5954428
2088,Sad,0.6947464
2089,Sad,0.76119184
2090,Sad,0.6930695
2091,Sad,0.5518249
2092,Sad,0.46424973
2093,Sad,0.6697098
2094,Anger,0.7983649
2095,Anger,0.7095103
2096,Anger,0.7679875
2097,Anger,0.8484378
2098,Anger,0.80054337
2099,Anger,0.77023196
2100,Anger,0.81461555
2101,Anger,0.8321595
2102,Anger,0.809234
2103,Anger,0.81223845
2104,Anger,0.8464221
2105,Anger,0.7692412
2106,Anger,0.73036796
2107,Anger,0.7909833
2108,Anger,0.79673064
2109,Anger,0.8164164
2110,Anger,0.82772493
2111,Anger,0.6852166
2112,Anger,0.6686807
2113,Anger,0.72935414
2114,Anger,0.6623577
2115,Anger,0.71112454
2116,Anger,0.75447726
2117,Anger,0.7878954
2118,Anger,0.8010762
2119,Anger,0.7773078
2120,Anger,0.76612866
2121,Anger,0.7732098
2122,Anger,0.77811867
2123,Anger,0.69223297
2124,Anger,0.73787093
2125,Anger,0.6716335
2126,Anger,0.71122265
2127,Anger,0.6917688
2128,Anger,0.7762986
2129,Anger,0.7843358
2130,Anger,0.7974244
2131,Anger,0.7889073
2132,Anger,0.7944392
2133,Anger,0.7574572
2134,Anger,0.7857476
2135,Anger,0.81911457
2136,Anger,0.6933405
2137,Anger,0.78241897
2138,Anger,0.7779551
2139,Anger,0.7208301
2140,Anger,0.67736536
2141,Anger,0.8253776
2142,Anger,0.7700292
2143,Anger,0.67837936
2144,Anger,0.78367066
2145,Anger,0.79653734
2146,Anger,0.6577331
2147,Anger,0.6910541
2148,Anger,0.66814506
2149,Anger,0.62356955
2150,Anger,0.6067212
2151,Anger,0.6639874
2152,Anger,0.69660306
2153,Anger,0.6168254
2154,Anger,0.60244316
2155,Anger,0.6588687
2156,Anger,0.7003291
2157,Anger,0.720202
2158,Anger,0.76365834
2159,Anger,0.76740843
2160,Anger,0.71020514
2161,Anger,0.7448849
2162,Anger,0.71119976
2163,Anger,0.7653476
2164,Anger,0.7304574
2165,Anger,0.681272
2166,Anger,0.7838395
2167,Anger,0.6501954
2168,Anger,0.6770436
2169,Anger,0.7376617
2170,Anger,0.6142122
2171,Anger,0.60835165
2172,Anger,0.76903236
2173,Anger,0.7294677
2174,Anger,0.81370217
2175,Anger,0.72045785
2176,Anger,0.74446905
2177,Anger,0.81955296
2178,Anger,0.714444
2179,Anger,0.78981483
2180,Anger,0.8266693
2181,Anger,0.81689155
2182,Anger,0.8238075
2183,Anger,0.85301447
2184,Anger,0.87808824
2185,Anger,0.87248695
2186,Anger,0.8453355
2187,Anger,0.877647
2188,Anger,0.87097406
2189,Anger,0.8544345
2190,Anger,0.84400433
2191,Anger,0.86824286
2192,Anger,0.6954892
2193,Anger,0.8598001
2194,Anger,0.8471892
2195,Anger,0.85542357
2196,Anger,0.7996252
2197,Anger,0.7988177
2198,Anger,0.79925984
2199,Anger,0.8614627
2200,Anger,0.81432533
2201,Anger,0.8666613
2202,Anger,0.83678484
2203,Anger,0.8729528
2204,Anger,0.8407036
2205,Anger,0.76777
2206,Anger,0.8052464
2207,Anger,0.8436289
2208,Anger,0.74467903
2209,Anger,0.86589587
2210,Anger,0.8335774
2211,Anger,0.76327455
2212,Anger,0.72578585
2213,Anger,0.76434714
2214,Anger,0.8566859
2215,Anger,0.8750006
2216,Anger,0.8804843
2217,Anger,0.8816389
2218,Anger,0.84248644
